Date	Type
4.4.1643T8:33:34	P
27.9.1643T18:28:14	P
10.2.1645T19:13:47	P
7.8.1645T13:19:26	T
31.1.1646T6:7:4	T
27.7.1646T17:6:36	T
20.1.1647T21:23:9	P
5.6.1648T12:11:39	P
30.11.1648T6:26:42	P
26.5.1649T2:48:36	T
19.11.1649T6:38:54	T
15.5.1650T19:54:19	P
8.11.1650T6:52:25	P
25.3.1652T4:17:30	P
17.9.1652T18:19:29	P
14.3.1653T4:4:31	T
7.9.1653T10:35:26	T
3.3.1654T6:31:30	P
27.8.1654T22:44:1	P
11.1.1656T20:33:34	P
6.7.1656T13:55:39	T
31.12.1656T10:41:2	T
25.6.1657T20:33:50	T
20.12.1657T18:58:0	P
6.5.1659T19:56:13	P
30.10.1659T2:52:52	P
25.4.1660T9:22:1	T
18.10.1660T11:50:8	T
14.4.1661T15:46:19	P
8.10.1661T2:39:3	P
22.2.1663T3:23:34	P
18.8.1663T20:20:8	P
11.2.1664T14:43:15	T
6.8.1664T23:40:4	T
31.1.1665T6:10:20	P
16.6.1666T19:20:41	P
11.12.1666T14:35:36	P
6.6.1667T10:18:29	T
30.11.1667T14:31:26	T
26.5.1668T3:28:47	P
18.11.1668T14:52:18	P
5.4.1670T11:31:33	P
29.9.1670T2:24:55	P
25.3.1671T11:23:35	T
18.9.1671T18:25:15	T
13.3.1672T14:20:48	P
7.9.1672T6:3:27	P
22.1.1674T5:23:56	P
17.7.1674T20:30:10	T
11.1.1675T19:21:44	T
7.7.1675T3:36:11	T
1.1.1676T3:16:18	P
17.5.1677T3:32:58	P
9.11.1677T10:52:40	P
6.5.1678T16:44:20	T
29.10.1678T20:6:20	T
25.4.1679T22:48:29	P
19.10.1679T10:58:53	P
4.3.1681T11:26:33	P
29.8.1681T3:25:58	P
21.2.1682T23:13:12	T
18.8.1682T6:17:12	T
11.2.1683T14:52:35	P
7.8.1683T6:48:53	P
27.6.1684T2:30:11	P
21.12.1684T22:47:25	P
16.6.1685T17:45:43	T
10.12.1685T22:29:22	T
6.6.1686T10:58:28	P
29.11.1686T22:59:47	P
15.4.1688T18:37:21	P
9.10.1688T10:37:18	P
4.4.1689T18:36:37	T
29.9.1689T2:21:15	T
24.3.1690T22:3:3	P
18.9.1690T13:28:36	P
2.2.1692T14:8:39	P
28.7.1692T3:10:54	P
22.1.1693T3:58:35	T
17.7.1693T10:41:2	T
11.1.1694T11:33:5	P
7.7.1694T0:55:25	P
28.5.1695T11:1:57	P
20.11.1695T19:2:6	P
16.5.1696T23:58:19	T
9.11.1696T4:30:21	T
6.5.1697T5:42:53	P
29.10.1697T19:25:59	P
15.3.1699T19:23:52	P
9.9.1699T10:37:10	P
5.3.1700T7:37:27	T
29.8.1700T13:1:24	T
22.2.1701T23:29:56	P
18.8.1701T13:32:17	P
3.1.1703T6:58:7	P
29.6.1703T1:12:47	T
23.12.1703T6:29:54	T
17.6.1704T18:25:46	T
11.12.1704T7:11:30	P
28.4.1706T1:31:45	P
21.10.1706T18:58:21	P
17.4.1707T1:39:36	T
11.10.1707T10:24:59	T
5.4.1708T5:37:46	P
29.9.1708T21:1:5	P
13.2.1710T22:50:15	P
9.8.1710T9:55:48	P
3.2.1711T12:31:30	T
29.7.1711T17:50:25	T
23.1.1712T19:47:9	P
18.7.1712T8:21:48	P
8.6.1713T18:28:15	P
2.12.1713T3:17:9	P
29.5.1714T7:5:3	T
21.11.1714T13:1:44	T
18.5.1715T12:28:52	P
11.11.1715T4:0:14	P
27.3.1717T3:13:41	P
20.9.1717T17:54:25	P
16.3.1718T15:54:36	T
9.9.1718T19:52:29	T
6.3.1719T7:59:13	P
29.8.1719T20:24:3	P
13.1.1721T15:8:19	P
9.7.1721T8:39:47	T
2.1.1722T14:32:53	T
29.6.1722T1:49:16	T
22.12.1722T15:28:30	P
8.5.1724T8:19:43	P
1.11.1724T3:26:8	P
27.4.1725T8:37:9	T
21.10.1725T18:34:41	T
16.4.1726T13:6:31	P
11.10.1726T4:40:33	P
25.2.1728T7:24:24	P
19.8.1728T16:48:40	P
13.2.1729T20:57:43	T
9.8.1729T1:5:17	T
3.2.1730T3:55:45	P
29.7.1730T15:49:46	P
20.6.1731T1:49:42	P
13.12.1731T11:38:6	P
8.6.1732T14:6:11	T
1.12.1732T21:39:42	T
28.5.1733T19:8:10	P
21.11.1733T12:40:54	P
7.4.1735T10:56:51	P
2.10.1735T1:19:13	P
27.3.1736T0:5:53	T
20.9.1736T2:51:0	T
16.3.1737T16:22:12	P
9.9.1737T3:24:12	P
24.1.1739T23:14:14	P
20.7.1739T16:9:12	T
13.1.1740T22:33:33	T
9.7.1740T9:13:16	T
1.1.1741T23:47:6	P
19.5.1742T14:58:37	P
12.11.1742T12:1:43	P
8.5.1743T15:26:8	T
2.11.1743T2:52:32	T
26.4.1744T20:29:7	P
21.10.1744T12:26:28	P
7.3.1746T15:52:17	P
30.8.1746T23:48:16	P
25.2.1747T5:17:43	T
20.8.1747T8:26:59	T
14.2.1748T11:58:6	P
8.8.1748T23:23:28	P
30.6.1749T9:9:16	P
23.12.1749T20:2:11	P
19.6.1750T21:3:3	T
13.12.1750T6:21:46	T
9.6.1751T1:41:59	P
2.12.1751T21:26:52	P
17.4.1753T18:33:18	P
12.10.1753T8:51:29	P
7.4.1754T8:8:1	T
1.10.1754T9:58:28	T
28.3.1755T0:36:25	P
20.9.1755T10:34:8	P
4.2.1757T7:16:54	P
30.7.1757T23:39:48	P
24.1.1758T6:34:14	T
20.7.1758T16:36:44	T
13.1.1759T8:6:35	P
29.5.1760T21:33:40	P
22.11.1760T20:41:36	P
18.5.1761T22:11:58	T
12.11.1761T11:15:47	T
8.5.1762T3:45:37	P
1.11.1762T20:19:49	P
18.3.1764T0:11:5	P
10.9.1764T6:58:27	P
7.3.1765T13:28:56	T
30.8.1765T15:55:32	T
24.2.1766T19:52:51	P
20.8.1766T7:1:43	P
4.1.1768T4:29:31	P
30.6.1768T3:56:19	T
23.12.1768T15:7:13	T
19.6.1769T8:11:40	T
13.12.1769T6:17:4	P
29.4.1771T2:4:10	P
23.10.1771T16:30:23	P
17.4.1772T16:4:45	T
11.10.1772T17:14:41	T
7.4.1773T8:43:30	P
30.9.1773T17:53:6	P
15.2.1775T15:10:58	P
11.8.1775T7:15:46	P
4.2.1776T14:29:50	T
31.7.1776T0:2:2	T
23.1.1777T16:24:9	P
20.7.1777T12:48:46	P
4.12.1778T5:27:52	P
30.5.1779T4:52:10	T
23.11.1779T19:44:47	T
18.5.1780T10:58:18	P
12.11.1780T4:19:52	P
29.3.1782T8:23:7	P
21.9.1782T14:17:33	P
18.3.1783T21:31:30	T
10.9.1783T23:33:6	T
7.3.1784T3:39:43	P
30.8.1784T14:45:57	P
14.1.1786T12:55:56	P
11.7.1786T10:47:19	T
3.1.1787T23:53:37	T
30.6.1787T14:39:32	T
24.12.1787T15:8:29	P
9.5.1789T9:28:39	P
3.11.1789T0:17:6	P
28.4.1790T23:53:39	T
23.10.1790T0:40:41	T
18.4.1791T16:41:28	P
12.10.1791T1:23:20	P
25.2.1793T22:59:34	P
21.8.1793T14:55:22	P
14.2.1794T22:21:16	T
11.8.1794T7:29:21	T
4.2.1795T0:39:45	P
31.7.1795T19:50:34	P
14.12.1796T14:16:42	P
9.6.1797T11:30:23	T
4.12.1797T4:17:57	T
29.5.1798T18:7:26	T
23.11.1798T12:25:24	P
9.4.1800T16:26:1	P
2.10.1800T21:46:40	P
30.3.1801T5:24:5	T
22.9.1801T7:18:55	T
19.3.1802T11:15:28	P
11.9.1802T22:36:46	P
26.1.1804T21:21:21	P
22.7.1804T17:38:0	P
15.1.1805T8:40:58	T
11.7.1805T21:4:52	T
5.1.1806T0:2:4	P
21.5.1807T16:49:32	P
15.11.1807T8:9:59	P
10.5.1808T7:38:16	T
3.11.1808T8:13:38	T
30.4.1809T0:33:2	P
23.10.1809T9:2:46	P
10.3.1811T6:37:39	P
2.9.1811T22:41:52	P
27.2.1812T6:4:51	T
22.8.1812T15:1:22	T
15.2.1813T8:50:46	P
12.8.1813T2:52:49	P
26.12.1814T23:8:27	P
21.6.1815T18:6:32	T
16.12.1815T12:55:6	T
10.6.1816T1:14:25	T
4.12.1816T20:35:14	P
21.4.1818T0:20:29	P
14.10.1818T5:25:27	P
10.4.1819T13:7:53	T
3.10.1819T15:13:28	T
29.3.1820T18:42:43	P
22.9.1820T6:35:9	P
6.2.1822T5:43:26	P
3.8.1822T0:30:7	P
26.1.1823T17:24:54	T
23.7.1823T3:32:23	T
16.1.1824T8:54:9	P
11.7.1824T4:14:59	P
1.6.1825T0:6:18	P
25.11.1825T16:9:25	P
21.5.1826T15:15:25	T
14.11.1826T15:56:14	T
11.5.1827T8:16:57	P
3.11.1827T16:51:55	P
20.3.1829T14:8:14	P
13.9.1829T6:33:27	P
9.3.1830T13:42:57	T
2.9.1830T22:37:55	T
26.2.1831T16:56:21	P
23.8.1831T9:59:56	P
6.1.1833T7:59:45	P
2.7.1833T0:43:22	P
26.12.1833T21:32:54	T
21.6.1834T8:19:45	T
16.12.1834T4:48:7	P
10.6.1835T22:35:53	P
1.5.1836T8:6:48	P
24.10.1836T13:14:42	P
20.4.1837T20:40:45	T
13.10.1837T23:17:6	T
10.4.1838T1:58:48	P
3.10.1838T14:41:28	P
17.2.1840T14:2:34	P
13.8.1840T7:23:8	P
6.2.1841T2:7:13	T
2.8.1841T10:0:51	T
26.1.1842T17:44:27	P
22.7.1842T10:47:38	P
7.12.1843T0:11:31	P
31.5.1844T22:50:43	T
24.11.1844T23:44:52	T
21.5.1845T15:54:30	T
14.11.1845T0:49:42	P
31.3.1847T21:27:3	P
24.9.1847T14:33:44	P
19.3.1848T21:12:12	T
13.9.1848T6:19:25	T
9.3.1849T0:55:49	P
2.9.1849T17:10:17	P
17.1.1851T16:50:47	P
13.7.1851T7:21:41	P
7.1.1852T6:10:44	T
1.7.1852T15:26:13	T
26.12.1852T13:3:6	P
21.6.1853T6:1:48	P
12.5.1854T15:46:9	P
4.11.1854T21:12:48	P
2.5.1855T4:5:23	T
25.10.1855T7:29:40	T
20.4.1856T9:6:46	P
13.10.1856T22:54:33	P
27.2.1858T22:14:20	P
24.8.1858T14:20:46	P
17.2.1859T10:43:28	T
13.8.1859T16:34:26	T
7.2.1860T2:29:45	P
1.8.1860T17:25:3	P
17.12.1861T8:18:43	P
12.6.1862T6:21:3	T
6.12.1862T7:40:21	T
1.6.1863T23:26:14	T
25.11.1863T8:56:11	P
11.4.1865T4:38:10	P
4.10.1865T22:40:1	P
31.3.1866T4:33:35	T
24.9.1866T14:7:14	T
20.3.1867T8:49:1	P
14.9.1867T0:26:27	P
28.1.1869T1:38:27	P
23.7.1869T14:2:45	P
17.1.1870T14:46:33	T
12.7.1870T22:34:23	T
6.1.1871T21:16:40	P
2.7.1871T13:27:48	P
22.5.1872T23:18:24	P
15.11.1872T5:19:37	P
12.5.1873T11:20:26	T
4.11.1873T15:51:3	T
1.5.1874T16:3:17	P
25.10.1874T7:16:22	T
10.3.1876T6:21:31	P
3.9.1876T21:22:33	P
27.2.1877T19:15:38	T
23.8.1877T23:11:35	T
17.2.1878T11:11:5	P
13.8.1878T0:8:23	P
28.12.1879T16:26:22	P
22.6.1880T13:50:27	T
16.12.1880T15:39:3	T
12.6.1881T6:53:44	T
5.12.1881T17:8:33	P
22.4.1883T11:38:29	P
16.10.1883T6:54:15	P
10.4.1884T11:46:34	T
4.10.1884T22:1:55	T
30.3.1885T16:34:7	P
24.9.1885T7:48:12	P
8.2.1887T10:22:4	P
3.8.1887T20:48:53	P
28.1.1888T23:20:1	T
23.7.1888T5:44:47	T
17.1.1889T5:29:39	P
12.7.1889T20:53:52	P
26.11.1890T13:33:48	P
23.5.1891T18:29:11	T
16.11.1891T0:18:46	T
11.5.1892T22:53:20	P
4.11.1892T15:44:53	T
21.3.1894T14:20:27	P
15.9.1894T4:31:25	P
11.3.1895T3:39:10	T
4.9.1895T5:56:52	T
28.2.1896T19:45:40	P
23.8.1896T6:57:19	P
8.1.1898T0:34:46	P
3.7.1898T21:17:20	P
27.12.1898T23:41:52	T
23.6.1899T14:17:53	T
17.12.1899T1:25:45	P
27.10.1901T15:15:18	P
22.4.1902T18:52:40	T
17.10.1902T6:3:26	T
12.4.1903T0:12:59	P
6.10.1903T15:17:33	P
19.2.1905T19:0:2	P
15.8.1905T3:40:59	P
9.2.1906T7:46:58	T
4.8.1906T13:0:10	T
29.1.1907T13:38:0	P
25.7.1907T4:22:27	P
4.6.1909T1:28:51	T
27.11.1909T8:54:41	T
24.5.1910T5:34:16	T
17.11.1910T0:20:52	T
1.4.1912T22:14:16	P
26.9.1912T11:44:50	P
22.3.1913T11:57:49	T
15.9.1913T12:48:19	T
12.3.1914T4:13:8	P
4.9.1914T13:54:57	P
20.1.1916T8:39:41	P
15.7.1916T4:46:7	P
8.1.1917T7:44:48	T
4.7.1917T21:39:4	T
28.12.1917T9:46:32	T
24.6.1918T10:28:3	P
7.11.1919T23:44:28	P
3.5.1920T1:51:8	T
27.10.1920T14:11:38	T
22.4.1921T7:44:39	T
16.10.1921T22:53:59	P
3.3.1923T3:32:9	P
26.8.1923T10:39:52	P
20.2.1924T16:8:55	T
14.8.1924T20:20:30	T
8.2.1925T21:42:22	P
4.8.1925T11:52:57	P
15.6.1927T8:24:41	T
8.12.1927T17:35:10	T
3.6.1928T12:9:57	T
27.11.1928T9:1:47	T
13.4.1930T5:58:54	P
7.10.1930T19:7:10	P
2.4.1931T20:7:55	T
26.9.1931T19:48:29	T
22.3.1932T12:32:39	P
14.9.1932T21:1:0	P
30.1.1934T16:42:42	P
26.7.1934T12:15:38	P
19.1.1935T15:47:35	T
16.7.1935T5:0:5	T
8.1.1936T18:9:58	T
4.7.1936T17:25:23	P
18.11.1937T8:19:26	P
14.5.1938T8:44:0	T
7.11.1938T22:26:42	T
3.5.1939T15:11:43	T
28.10.1939T6:36:43	P
13.3.1941T11:55:47	P
5.9.1941T17:47:15	P
3.3.1942T0:21:54	T
26.8.1942T3:48:25	T
20.2.1943T5:38:23	P
15.8.1943T19:28:46	P
25.6.1945T15:14:22	P
19.12.1945T2:20:47	T
14.6.1946T18:39:17	T
8.12.1946T17:48:28	T
3.6.1947T19:15:44	P
23.4.1948T13:39:18	P
13.4.1949T4:11:25	T
7.10.1949T2:56:55	T
2.4.1950T20:44:34	T
26.9.1950T4:17:11	T
11.2.1952T0:39:48	P
5.8.1952T19:47:55	P
29.1.1953T23:47:49	T
26.7.1953T12:21:10	T
19.1.1954T2:32:21	T
16.7.1954T0:20:51	P
29.11.1955T17:0:0	P
24.5.1956T15:31:52	P
18.11.1956T6:48:16	T
13.5.1957T22:31:28	T
7.11.1957T14:27:30	T
3.5.1958T12:13:29	P
24.3.1959T20:11:57	P
13.3.1960T8:28:21	T
5.9.1960T11:21:51	T
2.3.1961T13:28:40	P
26.8.1961T3:8:51	P
6.7.1963T22:2:59	P
30.12.1963T11:7:25	T
25.6.1964T1:6:50	T
19.12.1964T2:37:54	T
14.6.1965T1:49:26	P
24.4.1967T12:7:4	T
18.10.1967T10:15:48	T
13.4.1968T4:48:1	T
6.10.1968T11:42:35	T
21.2.1970T8:30:43	P
17.8.1970T3:24:6	P
10.2.1971T7:45:21	T
6.8.1971T19:43:52	T
30.1.1972T10:54:5	T
26.7.1972T7:16:22	P
10.12.1973T1:45:6	P
4.6.1974T22:16:44	P
29.11.1974T15:14:7	T
25.5.1975T5:48:47	T
18.11.1975T22:24:12	T
13.5.1976T19:55:8	P
4.4.1977T4:19:4	P
24.3.1978T16:23:11	T
16.9.1978T19:5:1	T
13.3.1979T21:8:52	P
6.9.1979T10:55:2	T
17.7.1981T4:47:40	P
9.1.1982T19:56:44	T
6.7.1982T7:31:47	T
30.12.1982T11:29:37	T
25.6.1983T8:23:11	P
4.5.1985T19:57:19	T
28.10.1985T17:43:17	T
24.4.1986T12:43:30	T
17.10.1986T19:18:54	T
27.8.1988T11:5:29	P
20.2.1989T15:36:18	T
17.8.1989T3:9:7	T
9.2.1990T19:12:2	T
6.8.1990T14:13:16	P
21.12.1991T10:34:0	P
15.6.1992T4:57:57	P
9.12.1992T23:45:5	T
4.6.1993T13:1:26	T
29.11.1993T6:27:6	T
25.5.1994T3:31:20	P
15.4.1995T12:19:4	P
4.4.1996T0:10:47	T
27.9.1996T2:55:24	T
24.3.1997T4:40:28	P
16.9.1997T18:47:42	T
28.7.1999T11:34:46	P
21.1.2000T4:44:34	T
16.7.2000T13:56:39	T
9.1.2001T20:21:40	T
5.7.2001T14:56:23	P
16.5.2003T3:41:13	T
9.11.2003T1:19:38	T
4.5.2004T20:31:17	T
28.10.2004T3:5:11	T
17.10.2005T12:4:27	P
7.9.2006T18:52:25	P
3.3.2007T23:21:59	T
28.8.2007T10:38:27	T
21.2.2008T3:27:9	T
16.8.2008T21:11:12	P
31.12.2009T19:23:46	P
26.6.2010T11:39:34	P
21.12.2010T8:18:4	T
15.6.2011T20:13:43	T
10.12.2011T14:32:56	T
4.6.2012T11:4:20	P
25.4.2013T20:8:38	P
15.4.2014T7:46:48	T
8.10.2014T10:55:44	T
4.4.2015T12:1:24	T
28.9.2015T2:48:17	T
7.8.2017T18:21:38	P
31.1.2018T13:31:0	T
27.7.2018T20:22:54	T
21.1.2019T5:13:27	T
16.7.2019T21:31:55	P
26.5.2021T11:19:53	T
19.11.2021T9:4:6	P
16.5.2022T4:12:42	T
8.11.2022T11:0:22	T
28.10.2023T20:15:18	P
18.9.2024T2:45:25	P
14.3.2025T6:59:56	T
7.9.2025T18:12:58	T
3.3.2026T11:34:52	T
28.8.2026T4:14:4	P
12.1.2028T4:14:13	P
6.7.2028T18:20:57	P
31.12.2028T16:53:15	T
26.6.2029T3:23:22	T
20.12.2029T22:43:12	T
15.6.2030T18:34:34	P
25.4.2032T15:14:51	T
18.10.2032T19:3:40	T
14.4.2033T19:13:51	T
8.10.2033T10:56:23	T
28.9.2034T2:47:37	P
19.8.2035T1:12:15	P
11.2.2036T22:13:6	T
7.8.2036T2:52:32	T
31.1.2037T14:1:38	T
27.7.2037T4:9:53	P
6.6.2039T18:54:25	P
30.11.2039T16:56:28	P
26.5.2040T11:46:22	T
18.11.2040T19:4:40	T
16.5.2041T0:43:3	P
8.11.2041T4:35:5	P
25.3.2043T14:32:4	T
19.9.2043T1:51:50	T
13.3.2044T19:38:33	T
7.9.2044T11:20:44	T
22.1.2046T13:2:37	P
18.7.2046T1:6:5	P
12.1.2047T1:26:14	T
7.7.2047T10:35:45	T
1.1.2048T6:53:55	T
26.6.2048T2:2:28	P
6.5.2050T22:32:2	T
30.10.2050T3:21:47	T
26.4.2051T2:16:28	T
19.10.2051T19:11:50	T
8.10.2052T10:45:58	P
22.2.2054T6:51:27	T
18.8.2054T9:26:30	T
11.2.2055T22:46:17	T
7.8.2055T10:53:18	P
17.6.2057T2:26:20	P
11.12.2057T0:53:38	P
6.6.2058T19:15:48	T
30.11.2058T3:16:18	T
27.5.2059T7:55:35	P
19.11.2059T13:1:36	P
4.4.2061T21:54:5	T
29.9.2061T9:38:13	T
25.3.2062T3:33:50	T
18.9.2062T18:34:2	T
14.3.2063T16:5:49	P
2.2.2064T21:48:57	P
28.7.2064T7:52:48	P
22.1.2065T9:58:58	T
17.7.2065T17:48:40	T
11.1.2066T15:4:47	T
7.7.2066T9:30:29	P
17.5.2068T5:42:17	P
9.11.2068T11:47:0	T
6.5.2069T9:9:57	T
30.10.2069T3:35:6	T
19.10.2070T18:51:12	P
4.3.2072T15:23:7	T
28.8.2072T16:5:42	T
22.2.2073T7:24:53	T
17.8.2073T17:42:41	T
28.6.2075T9:55:35	P
22.12.2075T8:55:55	P
17.6.2076T2:39:47	T
10.12.2076T11:34:51	T
6.6.2077T14:59:52	P
29.11.2077T21:35:53	P
16.4.2079T5:10:45	P
10.10.2079T17:30:30	T
4.4.2080T11:23:38	T
29.9.2080T1:52:42	T
25.3.2081T0:22:1	P
13.2.2082T6:29:19	P
2.2.2083T18:26:46	T
29.7.2083T1:5:34	T
22.1.2084T23:13:0	T
17.7.2084T16:58:51	P
28.5.2086T12:43:47	P
20.11.2086T20:19:42	P
17.5.2087T15:55:20	T
10.11.2087T12:5:33	T
5.5.2088T16:16:50	P
30.10.2088T3:3:20	P
15.3.2090T23:48:31	T
8.9.2090T22:52:29	T
5.3.2091T15:58:22	T
29.8.2091T0:38:25	T
8.7.2093T17:24:18	P
1.1.2094T17:0:6	P
28.6.2094T10:1:57	T
21.12.2094T19:56:32	T
17.6.2095T22:0:11	P
11.12.2095T6:15:2	P
26.4.2097T12:18:17	P
21.10.2097T1:30:55	T
15.4.2098T19:4:48	T
10.10.2098T9:19:58	T
5.4.2099T8:30:56	P
14.2.2101T2:50:0	T
9.8.2101T8:25:33	T
3.2.2102T7:18:21	T
30.7.2102T0:29:10	T
8.6.2104T19:38:40	P
2.12.2104T4:58:11	P
28.5.2105T22:34:6	T
21.11.2105T20:42:0	T
17.5.2106T23:6:43	P
11.11.2106T11:22:14	P
27.3.2108T8:6:28	T
20.9.2108T5:47:11	P
17.3.2109T0:22:28	T
9.9.2109T7:43:3	T
29.8.2110T16:38:48	P
21.7.2111T0:53:17	P
14.1.2112T1:6:36	P
9.7.2112T17:19:51	T
2.1.2113T4:22:59	T
29.6.2113T4:55:26	P
22.12.2113T14:58:42	P
8.5.2115T19:21:24	P
2.11.2115T9:36:34	P
27.4.2116T2:41:18	T
21.10.2116T16:53:39	T
16.4.2117T16:32:0	P
10.10.2117T17:47:12	P
25.2.2119T11:5:13	T
20.8.2119T15:51:55	T
14.2.2120T15:17:20	T
9.8.2120T8:1:32	T
20.6.2122T2:27:47	P
13.12.2122T13:42:41	P
9.6.2123T5:6:28	T
3.12.2123T5:24:9	T
28.5.2124T5:50:59	P
21.11.2124T19:47:21	P
7.4.2126T16:17:55	T
1.10.2126T12:49:48	P
28.3.2127T8:40:17	T
20.9.2127T14:56:4	T
9.9.2128T0:10:30	P
31.7.2129T8:24:31	P
24.1.2130T9:10:19	P
21.7.2130T0:38:56	T
13.1.2131T12:49:59	T
10.7.2131T11:47:56	P
2.1.2132T23:44:22	P
19.5.2133T2:16:19	P
12.11.2133T17:50:8	P
8.5.2134T10:10:41	T
2.11.2134T0:34:20	T
28.4.2135T0:26:35	P
22.10.2135T1:6:5	P
7.3.2137T19:13:43	T
30.8.2137T23:24:5	T
24.2.2138T23:9:56	T
20.8.2138T15:38:46	T
30.6.2140T9:13:17	P
23.12.2140T22:29:48	P
19.6.2141T11:34:51	T
13.12.2141T14:10:16	T
8.6.2142T12:32:42	P
3.12.2142T4:16:11	P
18.4.2144T0:20:29	T
11.10.2144T20:2:14	P
7.4.2145T16:48:9	T
30.9.2145T22:19:51	T
28.3.2146T5:44:28	P
20.9.2146T7:51:28	P
11.8.2147T15:57:2	P
4.2.2148T17:13:45	P
31.7.2148T7:56:37	T
23.1.2149T21:17:23	T
20.7.2149T18:38:11	P
13.1.2150T8:31:35	P
30.5.2151T9:9:10	P
24.11.2151T2:8:13	P
18.5.2152T17:35:13	T
12.11.2152T8:21:47	T
8.5.2153T8:14:39	P
1.11.2153T8:34:3	P
19.3.2155T3:12:45	T
11.9.2155T7:3:11	T
7.3.2156T6:54:14	T
30.8.2156T23:20:37	T
24.2.2157T6:16:36	P
20.8.2157T15:46:36	P
11.7.2158T15:55:51	P
4.1.2159T7:19:20	P
30.6.2159T18:0:9	T
24.12.2159T23:0:9	T
18.6.2160T19:10:10	P
13.12.2160T12:50:19	P
29.4.2162T8:17:8	P
23.10.2162T3:23:58	P
19.4.2163T0:49:33	T
12.10.2163T5:51:53	T
7.4.2164T13:34:34	P
30.9.2164T15:40:32	P
15.2.2166T1:11:40	P
11.8.2166T15:17:7	T
4.2.2167T5:41:32	T
1.8.2167T1:28:59	T
24.1.2168T17:17:30	P
9.6.2169T15:57:6	P
4.12.2169T10:31:58	P
30.5.2170T0:55:17	T
23.11.2170T16:16:21	T
19.5.2171T15:56:55	P
12.11.2171T16:10:2	P
29.3.2173T11:2:23	P
21.9.2173T14:50:18	P
18.3.2174T14:30:50	T
11.9.2174T7:8:3	T
7.3.2175T13:59:53	P
31.8.2175T23:19:4	P
21.7.2176T22:36:52	P
14.1.2177T16:8:55	P
11.7.2177T0:25:23	T
4.1.2178T7:50:14	T
30.6.2178T1:48:39	P
24.12.2178T21:26:20	P
9.5.2180T16:5:58	P
2.11.2180T10:55:47	P
29.4.2181T8:40:8	T
22.10.2181T13:35:21	T
18.4.2182T21:14:14	P
11.10.2182T23:38:6	P
26.2.2184T9:5:35	P
21.8.2184T22:38:35	T
14.2.2185T14:3:41	T
11.8.2185T8:20:59	T
4.2.2186T2:1:15	P
20.6.2187T22:44:13	P
15.12.2187T18:58:37	P
9.6.2188T8:12:51	T
4.12.2188T0:15:39	T
29.5.2189T23:34:1	P
22.11.2189T23:54:8	P
9.4.2191T18:42:1	P
2.10.2191T22:45:48	P
28.3.2192T21:56:24	T
21.9.2192T15:2:17	T
17.3.2193T21:34:32	P
11.9.2193T6:57:0	P
26.1.2195T0:58:49	P
22.7.2195T6:49:10	T
15.1.2196T16:41:55	T
10.7.2196T8:26:5	P
4.1.2197T6:4:4	P
20.5.2198T23:50:32	P
13.11.2198T18:34:28	P
10.5.2199T16:25:22	T
2.11.2199T21:27:11	T
30.4.2200T4:44:34	P
23.10.2200T7:44:43	P
9.3.2202T16:51:36	P
3.9.2202T6:5:57	T
26.2.2203T22:20:39	T
23.8.2203T15:15:12	T
16.2.2204T10:41:26	P
2.7.2205T5:29:54	P
27.12.2205T3:28:47	P
21.6.2206T15:28:26	T
16.12.2206T8:19:7	T
11.6.2207T7:7:39	P
5.12.2207T7:45:24	P
21.4.2209T2:12:20	P
14.10.2209T6:49:53	P
10.4.2210T5:13:49	T
3.10.2210T23:3:49	T
30.3.2211T5:2:58	P
23.9.2211T14:39:33	P
6.2.2213T9:44:33	P
2.8.2213T13:16:20	T
27.1.2214T1:30:46	T
22.7.2214T15:6:54	T
16.1.2215T14:40:0	P
1.6.2216T7:27:36	P
25.11.2216T2:22:56	P
22.5.2217T0:1:35	T
14.11.2217T5:29:2	T
11.5.2218T12:5:34	P
3.11.2218T16:0:25	P
20.3.2220T0:32:40	P
13.9.2220T13:36:52	P
9.3.2221T6:32:19	T
2.9.2221T22:13:42	T
26.2.2222T19:17:36	P
7.1.2224T11:58:46	P
1.7.2224T22:43:13	T
26.12.2224T16:25:17	T
21.6.2225T14:38:56	P
15.12.2225T15:41:8	P
2.5.2227T9:32:27	P
25.10.2227T15:2:23	P
20.4.2228T12:20:32	T
14.10.2228T7:13:9	T
9.4.2229T12:21:26	P
3.10.2229T22:29:31	P
17.2.2231T18:27:46	P
13.8.2231T19:45:54	P
7.2.2232T10:17:44	T
1.8.2232T21:49:49	T
26.1.2233T23:15:4	P
12.6.2234T15:2:55	P
6.12.2234T10:17:27	P
2.6.2235T7:32:48	T
25.11.2235T13:38:16	T
21.5.2236T19:18:51	P
14.11.2236T0:24:12	P
31.3.2238T8:5:25	P
24.9.2238T21:14:2	P
20.3.2239T14:37:27	T
14.9.2239T5:17:34	T
9.3.2240T3:46:50	P
2.9.2240T6:52:16	P
17.1.2242T20:28:26	P
13.7.2242T5:59:11	T
7.1.2243T0:33:44	T
2.7.2243T22:7:19	T
26.12.2243T23:42:17	P
12.5.2245T16:43:42	P
4.11.2245T23:23:16	P
1.5.2246T19:20:11	T
25.10.2246T15:28:38	T
20.4.2247T19:34:24	P
15.10.2247T6:25:30	P
28.2.2249T3:4:45	P
24.8.2249T2:22:14	P
17.2.2250T18:58:32	T
13.8.2250T4:39:38	T
7.2.2251T7:45:40	P
2.8.2251T13:53:15	P
